,Unnamed: 0,hotel,star,review,date,real_date,length
2398,2398,송도 센트럴파크 호텔,5,깔끔하고 야경도 너무 좋았습니다,2020. 03. 08,2020. 03. 08,17
2399,2399,송도 센트럴파크 호텔,3,시설 좋습니다^^,2020. 03. 08,2020. 03. 08,9
2400,2400,송도 센트럴파크 호텔,5,시설이 깨끗해서 잘 있다가요,2020. 03. 08,2020. 03. 08,15
2401,2401,송도 센트럴파크 호텔,4,깨끗하고 아주좋았습니다,2020. 03. 07,2020. 03. 07,12
2402,2402,송도 센트럴파크 호텔,5,흠잡을때없이 좋았어요~^^,2020. 03. 07,2020. 03. 07,14
2403,2403,송도 센트럴파크 호텔,5,깨끗하고 좋았습니다. 센트럴파크 바로 앞이라 산책하기도 좋았네요,2020. 03. 07,2020. 03. 07,35
2404,2404,송도 센트럴파크 호텔,5,일정 바꿔서 하루 더연장할만큼 좋습니다,2020. 03. 06,2020. 03. 06,21
2405,2405,송도 센트럴파크 호텔,5,뷰도좋고 너무편해서 연박신청했습니다,2020. 03. 06,2020. 03. 06,19
2406,2406,송도 센트럴파크 호텔,5,깨끗하고 넓고 친절하셨습니다,2020. 03. 06,2020. 03. 06,15
2407,2407,송도 센트럴파크 호텔,5,조아요요요요,2020. 03. 06,2020. 03. 06,6
2408,2408,송도 센트럴파크 호텔,4,좋요요요요요,2020. 03. 06,2020. 03. 06,6
2409,2409,송도 센트럴파크 호텔,4,조아요요요요,2020. 03. 06,2020. 03. 06,6
2410,2410,송도 센트럴파크 호텔,5,파크뷰 저녁에 좋음,2020. 03. 06,2020. 03. 06,10
2411,2411,송도 센트럴파크 호텔,5,가성비좋고 뷰가좋음,2020. 03. 05,2020. 03. 05,10
2412,2412,송도 센트럴파크 호텔,5,야경이 맛있네,2020. 03. 05,2020. 03. 05,7
2413,2413,송도 센트럴파크 호텔,4,조아요 ㅎㅎ,2020. 03. 05,2020. 03. 05,6
2414,2414,송도 센트럴파크 호텔,5,객실안이 살짝 추웠지만 좋았습니다,2020. 03. 05,2020. 03. 05,18
2415,2415,송도 센트럴파크 호텔,5,뷰도 좋고 편안합니다,2020. 03. 04,2020. 03. 04,11
2416,2416,송도 센트럴파크 호텔,4,괜찮아요 나쁘지 않고 편의점이 너무 멀기도하고 한데 나쁘지않습니다 앞에 공원도 좋고 다음에 또 올거같아요,2020. 03. 04,2020. 03. 04,58
2417,2417,송도 센트럴파크 호텔,5,깔끔하고 뷰도 좋고 전체적으로 가격대비 만족스러웠습니다~!,2020. 03. 03,2020. 03. 03,32
2418,2418,송도 센트럴파크 호텔,5,시설에 비하면 저렴하다는 생각마저 들 정도로 괜찮은 곳입니다.,2020. 03. 03,2020. 03. 03,34
2419,2419,송도 센트럴파크 호텔,5,침대가 너무좋아요,2020. 03. 03,2020. 03. 03,9
2420,2420,송도 센트럴파크 호텔,5,깔끔하고좋았습니다!,2020. 03. 03,2020. 03. 03,10
2421,2421,송도 센트럴파크 호텔,5,진짜 최고에요 재방문의사100프로,2020. 03. 03,2020. 03. 03,18
2422,2422,송도 센트럴파크 호텔,5,야경 최고네요~~ 즐거웠습니다,2020. 03. 03,2020. 03. 03,16
2423,2423,송도 센트럴파크 호텔,5,야경도 너무 이쁘고 욕조 월풀도 좋았어요,2020. 03. 03,2020. 03. 03,22
2424,2424,송도 센트럴파크 호텔,5,전체적으로 다 깔끔하구 무엇보다 뷰가 너무 좋았습니다!,2020. 03. 03,2020. 03. 03,30
2425,2425,송도 센트럴파크 호텔,1,Worst,2020. 03. 03,2020. 03. 03,5
2426,2426,송도 센트럴파크 호텔,5,좋아유 화장실이 다 보인다는겋 빼고,2020. 03. 02,2020. 03. 02,19
2427,2427,송도 센트럴파크 호텔,5,청결하고 조용하니 푹 쉬고 갈수 있었습니다,2020. 03. 02,2020. 03. 02,23
2428,2428,송도 센트럴파크 호텔,5,ㅈㆍㅈㆍㅈㄷㅅ,2020. 03. 02,2020. 03. 02,7
2429,2429,송도 센트럴파크 호텔,4,가성비굿입니다,2020. 03. 02,2020. 03. 02,7
2430,2430,송도 센트럴파크 호텔,5,진짜좋았습니다,2020. 03. 01,2020. 03. 01,7
2431,2431,송도 센트럴파크 호텔,3,호텔에서 보이는 바깥 뷰가 너무 이뻐요. 다만 시설정비는 좀 필요할것같습니다. 화장실 샤워기 크기가 크고 수압이 너무 약하네요. 그리고 샤워부스 문이 닫이 닫히지 않아서 불편했네요.,2020. 03. 01,2020. 03. 01,101
2432,2432,송도 센트럴파크 호텔,4,방이 너무 추웠습니다,2020. 03. 01,2020. 03. 01,11
2433,2433,송도 센트럴파크 호텔,2,"좋아요. 객실 청결하고 

직원분들 고생이 많아요.",2020. 03. 01,2020. 03. 01,28
2434,2434,송도 센트럴파크 호텔,5,야경도좋고 시설도좋아서 편히쉬었어요,2020. 03. 01,2020. 03. 01,19
2435,2435,송도 센트럴파크 호텔,4,친절하고 서비스도 좋았어요 ㅎㅎ,2020. 03. 01,2020. 03. 01,17
2436,2436,송도 센트럴파크 호텔,5,잘 쉬다 갑니다. ㅎ,2020. 02. 29,2020. 02. 29,11
2437,2437,송도 센트럴파크 호텔,5,야경도 너무 이쁘고 늦은 체크아웃 좋았습니다.,2020. 02. 29,2020. 02. 29,25
2438,2438,송도 센트럴파크 호텔,5,깔끔합니다,2020. 02. 29,2020. 02. 29,5
2439,2439,송도 센트럴파크 호텔,5,"청결하고 자주가게돼요
나중에 또 이용할게요 
잘 쉬다 갑니다
유플러스티비나 넷플릭스가안되서좀아쉽습니다",2020. 02. 29,2020. 02. 29,56
2440,2440,송도 센트럴파크 호텔,5,뷰 장난 아니에요 꼭 다시 가고 싶습니다 개꿀,2020. 02. 29,2020. 02. 29,25
2441,2441,송도 센트럴파크 호텔,5,"직원분들도 친절하시고, 침대도 푹신하고 너무너무 좋았어요! 생일 기념으로 방문했는데 멋진 야경뷰 덕분에 행복한 하루 보냈네요~^^ 가성비도 좋고 재방문의사 있어요!",2020. 02. 28,2020. 02. 28,91
2442,2442,송도 센트럴파크 호텔,5,만족스러운 호캉스였습니다^3,2020. 02. 28,2020. 02. 28,15
2443,2443,송도 센트럴파크 호텔,5,"야경이 매우 예뻤어요
디자인과 가구도 앤틱했고 안락했습니다",2020. 02. 26,2020. 02. 26,32
2444,2444,송도 센트럴파크 호텔,5,전체적으로 만족합니다 ^^,2020. 02. 26,2020. 02. 26,14
2445,2445,송도 센트럴파크 호텔,5,"깨끗하고 직원들 정말 착합니다 
나중에 다시 한번 가고 싶네요 ㅎㅎ",2020. 02. 25,2020. 02. 25,37
2446,2446,송도 센트럴파크 호텔,5,좋았습니다,2020. 02. 25,2020. 02. 25,5
2447,2447,송도 센트럴파크 호텔,5,매번 좋네요,2020. 02. 24,2020. 02. 24,6
2448,2448,송도 센트럴파크 호텔,5,야경도 이쁘고 서비스도 좋아요,2020. 02. 24,2020. 02. 24,16
2449,2449,송도 센트럴파크 호텔,5,송도에 오게 될 때면 항상이용하는 곳입니다.,2020. 02. 24,2020. 02. 24,24
2450,2450,송도 센트럴파크 호텔,4,만족합니다,2020. 02. 23,2020. 02. 23,5
2451,2451,송도 센트럴파크 호텔,5,"처음방문이었습니다~
뷰도좋았고 침구류도 포근해 잘잤습니다~
다만 주변에편의시설과 먹거리가없네요
그점이 단점하나네요ㅜㅜ
술을 먹는사람이라ㅋ
걷기는애매하고 대리도애매하고
그정도ㅋ
저희남편도 좋다고 하네요
아하 조식도 최고였습니다^^더보기",2020. 02. 23,2020. 02. 23,130
2452,2452,송도 센트럴파크 호텔,4,좋습니다~~ 엔틱하네여,2020. 02. 23,2020. 02. 23,12
2453,2453,송도 센트럴파크 호텔,5,객실도 깔끔하고 낮밤 뷰도 예뻤어요~ 편하게 쉬다갑니다,2020. 02. 22,2020. 02. 22,30
2454,2454,송도 센트럴파크 호텔,5,가성비 좋고 야경이 진짜 멋있어요,2020. 02. 22,2020. 02. 22,18
2455,2455,송도 센트럴파크 호텔,5,좋았습니다.,2020. 02. 22,2020. 02. 22,6
2456,2456,송도 센트럴파크 호텔,5,잘 묵고 갑니다,2020. 02. 22,2020. 02. 22,8
2457,2457,송도 센트럴파크 호텔,5,좋았습니다,2020. 02. 22,2020. 02. 22,5
2458,2458,송도 센트럴파크 호텔,4,좋았습니다,2020. 02. 22,2020. 02. 22,5
2459,2459,송도 센트럴파크 호텔,5,공원뷰가 좋았어요,2020. 02. 20,2020. 02. 20,9
2460,2460,송도 센트럴파크 호텔,5,다 좋았습니다,2020. 02. 20,2020. 02. 20,7
2461,2461,송도 센트럴파크 호텔,4,"항상 애용합니다
깨끗하고 조용하고ᆢ",2020. 02. 19,2020. 02. 19,19
2462,2462,송도 센트럴파크 호텔,5,센트럴파크역에서 나오면 바로 보이고 조금만 걸어도 돼서 접근성은 진짜 좋았어용! 근데 근처에 편의점 가려면 좀 걸어야해서 먹을거 사가려면 미리 사가는게 좋아요~ 로비가 엄청커서 들어가면서부터 호텔온 느낌 짱짱해요 이 돈주고 이만한 시설이면 진짜 가성비 갑!!! 와이파이가 잘 안되고 티비 유선이 안나와서 좀 아쉬웠지만 야경도 예쁘고 담에 또 갈 의향 완전 있어요!,2020. 02. 18,2020. 02. 18,203
2463,2463,송도 센트럴파크 호텔,5,"일단 깨끗하고 전망이 좋네요
추천 합니다",2020. 02. 18,2020. 02. 18,22
2464,2464,송도 센트럴파크 호텔,5,2번째 이용중인데 정말 마음에 들어요~~  또 방문할게요 ㅎㅎ,2020. 02. 18,2020. 02. 18,34
2465,2465,송도 센트럴파크 호텔,5,좋았어요 뷰가 최고,2020. 02. 17,2020. 02. 17,10
2466,2466,송도 센트럴파크 호텔,4,디럭스 더블 룸 뷰 좋고 욕조안에서도 바라볼수 있음 괜춘함,2020. 02. 17,2020. 02. 17,32
2467,2467,송도 센트럴파크 호텔,4,다음에 또 이용하고 방문하고 싶은 야경 경치가 너무 예쁜 그런 장소에요 또 가고 싶어요,2020. 02. 17,2020. 02. 17,48
2468,2468,송도 센트럴파크 호텔,4,잘쉬다갑니다,2020. 02. 16,2020. 02. 16,6
2469,2469,송도 센트럴파크 호텔,5,친절하고 깨끗하고 좋았어요,2020. 02. 16,2020. 02. 16,14
2470,2470,송도 센트럴파크 호텔,5,아주조아서 또왓어요,2020. 02. 16,2020. 02. 16,10
2471,2471,송도 센트럴파크 호텔,5,아주좋아요...,2020. 02. 16,2020. 02. 16,8
2472,2472,송도 센트럴파크 호텔,5,편하게 쉬다 갑니당,2020. 02. 16,2020. 02. 16,10
2473,2473,송도 센트럴파크 호텔,5,공원도 보이고 아주 깔끔하고 좋아요 다음에 또 갈래요~,2020. 02. 16,2020. 02. 16,30
2474,2474,송도 센트럴파크 호텔,5,눈 내리는데 스카이뷰 너무이뻐요ㅎㅎㅎ,2020. 02. 16,2020. 02. 16,20
2475,2475,송도 센트럴파크 호텔,5,시설 등 다 괜찮은데 직원들 친절함은 글쎄,2020. 02. 16,2020. 02. 16,23
2476,2476,송도 센트럴파크 호텔,3,방음이안되는건지,2020. 02. 16,2020. 02. 16,8
2477,2477,송도 센트럴파크 호텔,5,편하고 좋아요 ㅎㅎㅎ,2020. 02. 15,2020. 02. 15,11
2478,2478,송도 센트럴파크 호텔,5,센파 좋으요,2020. 02. 15,2020. 02. 15,6
2479,2479,송도 센트럴파크 호텔,5,샌파가 잴 좋아요,2020. 02. 15,2020. 02. 15,9
2480,2480,송도 센트럴파크 호텔,5,"낡은 타월과 가운은 교체해주세요
특히 가운이 너무 낡았습니다",2020. 02. 15,2020. 02. 15,33
2481,2481,송도 센트럴파크 호텔,5,늘 넘 좋아요,2020. 02. 15,2020. 02. 15,7
2482,2482,송도 센트럴파크 호텔,5,"최고에요 👍🏻 역이랑도 가깝고 깨끗하고 따뜻하고 무엇보다 야경이 ,, 진짜 엄청납니다🤗🤗 재방문 의사 10000프로에요!",2020. 02. 14,2020. 02. 14,67
2483,2483,송도 센트럴파크 호텔,5,좋았습니다,2020. 02. 14,2020. 02. 14,5
2484,2484,송도 센트럴파크 호텔,5,잘머물다 갑니다 역시 센트럴파크호텔이네요~,2020. 02. 12,2020. 02. 12,23
2485,2485,송도 센트럴파크 호텔,5,좋아요오오옹,2020. 02. 12,2020. 02. 12,6
2486,2486,송도 센트럴파크 호텔,5,괜찮았어요 방,2020. 02. 12,2020. 02. 12,7
2487,2487,송도 센트럴파크 호텔,4,깨끗하고 직원분들도 친절하고 너무좋았어요,2020. 02. 11,2020. 02. 11,22
2488,2488,송도 센트럴파크 호텔,5,인천 송도 오면 항상 방문합니다. 청결은 물론이고 침대가 참 편해서 좋네요,2020. 02. 10,2020. 02. 10,41
2489,2489,송도 센트럴파크 호텔,5,뷰가 너무 좋았어요,2020. 02. 10,2020. 02. 10,10
2490,2490,송도 센트럴파크 호텔,5,친절하셨고 청결상태도 좋았습니다,2020. 02. 10,2020. 02. 10,17
2491,2491,송도 센트럴파크 호텔,5,최고였어요~~,2020. 02. 10,2020. 02. 10,7
2492,2492,송도 센트럴파크 호텔,5,깔끔하고 방도 넓고 좋았습니다,2020. 02. 09,2020. 02. 09,16
2493,2493,송도 센트럴파크 호텔,2,"불행하게도 이 호텔은 전객실 금연이 아닙니다.
호텔 메뉴얼을 살펴보면 '침대 위에서의 흡연을 삼가주시기 바랍니다' 라고 적혀있고, 객실 내 금연이라는 문구는 찾아볼 수 없습니다.

이 사실을 아는 것인지 망할놈의 빌어먹을 슬기로운 흡연자들이 줄담배를 피워대는 듯한데, 이를 어떻게 알 수 있냐면, 공조시스템의 문제 같은데 다른 객실의 퀴퀴한 담배냄새가 그대로 넘어오기 때문입니다.

직접적으로 환기구가 설치되어있는 화장실에서는 끔찍하게 쿰쿰한 담배쩐내가 나고 객실에는 스멀스멀 넘어온 담배연기의 기척에 답답한 공기가 섞여 불쾌함을 선사합니다.

이런 경우 방법은 창문을 열어 외부공기 유입을 노리거나 에어컨을 틀어 공기를 순환시키는 것이지만 통유리창 상부에 전동개폐식으로 달려있는 창문은 공기가 충분히 들어오는데 적합한 구조가 아니어서 환기에 아무런 도움을 주지 못합니다. 여기 더해 불행하게도 에어컨은 중앙제어시스템이라 개별객실에선 작동시킬 수가 없습니다. 

센트럴파크호텔은 지금 당장 전객실을 무조건 금연으로 방침을 바꿔야 합니다. 그러지 않으면 객실컨디션이 남아나질 않을 것입니다.

이 호텔에 묵을 때의 불쾌함은 답답한 공기와 담배냄새와 더불어 어메니티에서도 불거지는데 다른건 차치하고라도 샴푸만큼은 그냥 넘기기 어려울 것 같습니다. 괴상한 냄새의 싸구려 샴푸로 머리를 감고 있자면 위에 서술한 악조건들이 더욱 괴팍하게 입실자를 에워쌉니다.

객실 공기와 담배냄새에 예민한 분들.
이 정도 급 호텔에 있어 어메니티 또한 중요하게 생각하는 분들.
이런 분들은 이 호텔이 아무리 당일특가를 때린다하더라도 절대 예약하기버튼을 터치해선 안됩니다.
그리고 결론적으로 이 호텔은 5성급이라고 하지만 그에 상응하는 퀄리티가 아닙니다. 

그나마 다행인건 데스크의 직원분들이 친절하며 숙박시 투숙객에게 발생하는 다양한 상황에 대한 적절한 도움과 응대를 제공한다는 것입니다. 

위의 문제는 호텔의 시공구조, 공조시스템과 운영방침으로 인한 것이지요.더보기",2020. 02. 09,2020. 02. 09,978
2494,2494,송도 센트럴파크 호텔,5,"정말 욕조가 마음에 들었습니다.
집에 욕조를 개조할 계획입니다.
조금 교통이 외진 거 빼고는 최고입니다!
전철역에선 가깝습니다!",2020. 02. 09,2020. 02. 09,71
2495,2495,송도 센트럴파크 호텔,5,매우 좋았습니다.,2020. 02. 09,2020. 02. 09,9
2496,2496,송도 센트럴파크 호텔,4,좋아요 정말,2020. 02. 09,2020. 02. 09,6
2497,2497,송도 센트럴파크 호텔,5,"파크뷰 최고입니다.
행복한 시간 보내고 옵니다.",2020. 02. 09,2020. 02. 09,26
2498,2498,송도 센트럴파크 호텔,4,전체적으로 만족합니다 근데 전망을 반대편으로 줘서 사진찍은게 없네요.... 어메니티가 상다만 있고 비어 있는것도 있어서 당황했네요 별거아니지만 어이가 앖어서여 ㅋㅋ,2020. 02. 09,2020. 02. 09,91
2499,2499,송도 센트럴파크 호텔,5,방 바꿔주시고 친절하셨습니다,2020. 02. 08,2020. 02. 08,15
2500,2500,송도 센트럴파크 호텔,5,좋았습니다,2020. 02. 08,2020. 02. 08,5
2501,2501,송도 센트럴파크 호텔,5,너무 좋았습니다,2020. 02. 08,2020. 02. 08,8
2502,2502,송도 센트럴파크 호텔,5,오졋다 라는 표현은 이럴때 쓰는겁니다.,2020. 02. 08,2020. 02. 08,21
2503,2503,송도 센트럴파크 호텔,5,옷장이 작은거 외에는 특별히 나빴던것은 없었습니다.,2020. 02. 08,2020. 02. 08,28
2504,2504,송도 센트럴파크 호텔,5,좋아요!!!!!,2020. 02. 05,2020. 02. 05,8
2505,2505,송도 센트럴파크 호텔,4,"뷰는 좋아요~
샤워할때 물이 잘 안내려가서 전화하니
바로 처리해주네요~",2020. 02. 04,2020. 02. 04,39
2506,2506,송도 센트럴파크 호텔,4,선착순 업그레이드 룸으로 예약했는데 방이 다 나가서 업그레이드를 못받았네요. 키 받을때 업그레이드 안되는 이유부터 말씀해주시고 키를 주면 좋았을텐데 제가 물어보니 그제서야 방이 없어서 업그레이드는 힘들다고 해서 기분은 별로였어요.,2020. 02. 04,2020. 02. 04,128
2507,2507,송도 센트럴파크 호텔,5,샤워기 망가진거빼고는 만족,2020. 02. 04,2020. 02. 04,14
2508,2508,송도 센트럴파크 호텔,4,편의점이 너무멀어서 한시간을 걸엇어요,2020. 02. 04,2020. 02. 04,20
2509,2509,송도 센트럴파크 호텔,5,갈때마다 서비스와 청결에 감동받고 젤 기억남는검 뷰에요 ㅎㅎ 아쉬운건 편의점이 없다는점 ㅠㅠㅠ그점빼고는 만점입니다직원들너무친절해요,2020. 02. 03,2020. 02. 03,72
2510,2510,송도 센트럴파크 호텔,5,나름괜찮아요,2020. 02. 03,2020. 02. 03,6
2511,2511,송도 센트럴파크 호텔,5,"센트럴파크 두번째방문입니다
첫번째방문했을때 만족했기에 재방문합니다 
주변먹거리두만족하구요 
강추랍니다",2020. 02. 03,2020. 02. 03,56
2512,2512,송도 센트럴파크 호텔,5,조와용~~,2020. 02. 03,2020. 02. 03,5
2513,2513,송도 센트럴파크 호텔,4,그럭저럭조아요,2020. 02. 03,2020. 02. 03,7
2514,2514,송도 센트럴파크 호텔,5,깨끗하고 좋습니다 친절하구요,2020. 02. 02,2020. 02. 02,15
2515,2515,송도 센트럴파크 호텔,4,센트럴파크 뷰가 좋아요,2020. 02. 02,2020. 02. 02,12
2516,2516,송도 센트럴파크 호텔,5,너무 좋았어요,2020. 02. 01,2020. 02. 01,7
2517,2517,송도 센트럴파크 호텔,5,센트럴파크뷰가 장관입니다. 좋아요.,2020. 02. 01,2020. 02. 01,19
2518,2518,송도 센트럴파크 호텔,5,와 지기네,2020. 02. 01,2020. 02. 01,5
2519,2519,송도 센트럴파크 호텔,4,"송도 센트럴파크랑 거리가 아주가깝고 근처에 식당이랑 마트도 있어서 너무 좋았습니다
무엇보다 시설이 깔끔해서 좋았지만 욕조에 있는 버튼을 눌렀더니 물때인지 물이끼인지 암튼 뭔가가 바글바글 나와서 깜짝놀랐습니다ㅠ",2020. 02. 01,2020. 02. 01,116
2520,2520,송도 센트럴파크 호텔,5,다좋았습니다!,2020. 02. 01,2020. 02. 01,7
2521,2521,송도 센트럴파크 호텔,5,아주 굿굿,2020. 01. 31,2020. 01. 31,5
2522,2522,송도 센트럴파크 호텔,5,"외관은 오래되보이지만 내부가 훨씬 깔끔하고 넓어서 좋았습니다
위치도 센트럴파크 바로 앞으로 뷰가 좋았습니다",2020. 01. 31,2020. 01. 31,59
2523,2523,송도 센트럴파크 호텔,5,매번 좋네여,2020. 01. 29,2020. 01. 29,6
2524,2524,송도 센트럴파크 호텔,5,잘 다녀왔어요,2020. 01. 28,2020. 01. 28,7
2525,2525,송도 센트럴파크 호텔,5,지하철역이랑 가깝고 전망도 너무 좋아서 참 좋았어요~다만 객실 문 앞에서 바퀴벌레 같은 벌레가 다녀서 방역에 더 신경써주시면...그리고 변기 내려가는게 좀 시원찮았어요ㅠ나머지는 흠잡을게 없이 훌륭했네요,2020. 01. 28,2020. 01. 28,112
2526,2526,송도 센트럴파크 호텔,5,뷰좋았어요,2020. 01. 28,2020. 01. 28,5
2527,2527,송도 센트럴파크 호텔,2,절대5성급서비스는아님,2020. 01. 28,2020. 01. 28,11
2528,2528,송도 센트럴파크 호텔,5,좋았습니다!,2020. 01. 28,2020. 01. 28,6
2529,2529,송도 센트럴파크 호텔,5,진짜 너무 좋아요,2020. 01. 27,2020. 01. 27,9
2530,2530,송도 센트럴파크 호텔,5,편히 쉬다갑니다,2020. 01. 27,2020. 01. 27,8
2531,2531,송도 센트럴파크 호텔,4,수고하세요~,2020. 01. 27,2020. 01. 27,6
2532,2532,송도 센트럴파크 호텔,5,좋았습니다^^,2020. 01. 27,2020. 01. 27,7
2533,2533,송도 센트럴파크 호텔,5,좋아요 ㅎㅎ,2020. 01. 27,2020. 01. 27,6
2534,2534,송도 센트럴파크 호텔,5,"지난번에는 실망스러웠는데 요번에는 좋았습니다.
특히 뷰가 좋네요",2020. 01. 26,2020. 01. 26,35
2535,2535,송도 센트럴파크 호텔,4,전반적으로 만족합니다. 디럭스 패밀리는 오션뷰이고 디럭스 더블은 파크뷰인데 파크뷰가 훨씬 좋습니다.,2020. 01. 25,2020. 01. 25,55
2536,2536,송도 센트럴파크 호텔,4,"깔끔하고 친절한 스태프, 좋은 침대입니다.
식사는 주변 센트럴파크에서 가능합니다.
다만, 화장실 구조가 다소 비효율적이네요.",2020. 01. 25,2020. 01. 25,69
2537,2537,송도 센트럴파크 호텔,5,좋와요~~ 경치도좋고,2020. 01. 25,2020. 01. 25,11
2538,2538,송도 센트럴파크 호텔,5,아주 굿굿,2020. 01. 25,2020. 01. 25,5
2539,2539,송도 센트럴파크 호텔,5,짱이에요ㅎ,2020. 01. 24,2020. 01. 24,5
2540,2540,송도 센트럴파크 호텔,4,침구류랑 욕실만 최고 나머지는 이돈주고 안감,2020. 01. 23,2020. 01. 23,24
2541,2541,송도 센트럴파크 호텔,4,깔끔하고 엄청 좋네요,2020. 01. 23,2020. 01. 23,11
2542,2542,송도 센트럴파크 호텔,5,진짜 좋은호텔,2020. 01. 23,2020. 01. 23,7
2543,2543,송도 센트럴파크 호텔,5,깔끔합니다,2020. 01. 22,2020. 01. 22,5
2544,2544,송도 센트럴파크 호텔,5,"뷰가 환상적이었습니다
직원분들도 친절하시구 좋습니다",2020. 01. 21,2020. 01. 21,28
2545,2545,송도 센트럴파크 호텔,5,디럭스 더블 뷰도 너무 좋고 층수도 고층으로 말씀드렸더니 적용해주셨네요 또 오고 싶습니다,2020. 01. 21,2020. 01. 21,49
2546,2546,송도 센트럴파크 호텔,5,가족끼리 쉬다가기좋아욧,2020. 01. 21,2020. 01. 21,12
2547,2547,송도 센트럴파크 호텔,5,친철하고 깨끗합니다,2020. 01. 21,2020. 01. 21,10
2548,2548,송도 센트럴파크 호텔,4,화장실 변기 지저분했고 물은 뜯어져 있는 거 냉장고에 그대로 남아 있어서 청결도 부분 약간 실망했어요,2020. 01. 19,2020. 01. 19,56
2549,2549,송도 센트럴파크 호텔,5,아주 만족했어요! 건너편 센트럴파크와 한옥 호텔이 보여 좋았습니당 !,2020. 01. 17,2020. 01. 17,38
2550,2550,송도 센트럴파크 호텔,5,너무 너무 좋았어요,2020. 01. 17,2020. 01. 17,10
2551,2551,송도 센트럴파크 호텔,5,오래 있으면 정말 좋겠다,2020. 01. 17,2020. 01. 17,13
2552,2552,송도 센트럴파크 호텔,5,너무나 좋은 하루 보내었요,2020. 01. 17,2020. 01. 17,14
2553,2553,송도 센트럴파크 호텔,5,너무 잘 어울리는 예쁜,2020. 01. 17,2020. 01. 17,12
2554,2554,송도 센트럴파크 호텔,5,너무나 좋은 하루 되세요 감사합니다,2020. 01. 17,2020. 01. 17,19
2555,2555,송도 센트럴파크 호텔,5,너무너무 좋아요 그리고 또 이용하고,2020. 01. 17,2020. 01. 17,19
2556,2556,송도 센트럴파크 호텔,5,너무좋아요항상이용하고있어요,2020. 01. 17,2020. 01. 17,14
2557,2557,송도 센트럴파크 호텔,5,잘 쉬다가요,2020. 01. 17,2020. 01. 17,6
2558,2558,송도 센트럴파크 호텔,5,깔끔하고 좋았습니다,2020. 01. 17,2020. 01. 17,10
2559,2559,송도 센트럴파크 호텔,5,만족스럽게 지내다 갑니다,2020. 01. 15,2020. 01. 15,13
2560,2560,송도 센트럴파크 호텔,5,아주 굿굿,2020. 01. 14,2020. 01. 14,5
2561,2561,송도 센트럴파크 호텔,5,아주 굿굿,2020. 01. 14,2020. 01. 14,5
2562,2562,송도 센트럴파크 호텔,5,뷰가 너무 좋앗습니다,2020. 01. 14,2020. 01. 14,11
2563,2563,송도 센트럴파크 호텔,5,"진짜 너무 깨끗하고 방도 넓고 너무 만족하고 나왓습니다.
야경도 완전 너무 좋아서 하루 더 잇고 잇을정도여서 다음에도 또 방문할예정입니다.",2020. 01. 13,2020. 01. 13,77
2564,2564,송도 센트럴파크 호텔,5,역시 센트럴파크 호텔 밎음을 져버리지 않았요!!,2020. 01. 13,2020. 01. 13,26
2565,2565,송도 센트럴파크 호텔,5,좋습니다.,2020. 01. 13,2020. 01. 13,5
2566,2566,송도 센트럴파크 호텔,5,실물이 더 조음,2020. 01. 12,2020. 01. 12,8
2567,2567,송도 센트럴파크 호텔,5,주차장도 넓고 방 분위기 고급지네요!,2020. 01. 11,2020. 01. 11,20
2568,2568,송도 센트럴파크 호텔,5,너무 좋았습니다,2020. 01. 11,2020. 01. 11,8
2569,2569,송도 센트럴파크 호텔,5,너무 편히 쉬고 갑니다,2020. 01. 10,2020. 01. 10,12
2570,2570,송도 센트럴파크 호텔,5,조용하고 깨끗해서 좋아요,2020. 01. 09,2020. 01. 09,13
2571,2571,송도 센트럴파크 호텔,4,잘 쉬다 갑니다,2020. 01. 08,2020. 01. 08,8
2572,2572,송도 센트럴파크 호텔,5,위치랑 뷰가 넘넘 괜찮아요,2020. 01. 07,2020. 01. 07,14
2573,2573,송도 센트럴파크 호텔,5,깔끔하고 좋았습니다,2020. 01. 06,2020. 01. 06,10
2574,2574,송도 센트럴파크 호텔,5,"깨끗하고 좋았습니다
무엇보다 야경이 너무 멋지네요",2020. 01. 06,2020. 01. 06,27
2575,2575,송도 센트럴파크 호텔,5,주차 편하고 시설도 깔끔하고 좋습니다,2020. 01. 06,2020. 01. 06,20
2576,2576,송도 센트럴파크 호텔,3,"뷰말고는 특별한 메리트가 없는거같네요. 
그래도 잘 쉬었습니다.",2020. 01. 05,2020. 01. 05,35
2577,2577,송도 센트럴파크 호텔,5,깔끔하구 높은층으루말씀드렸더니 잘해주셔서너무좋았습니다,2020. 01. 05,2020. 01. 05,29
2578,2578,송도 센트럴파크 호텔,3,"직원들 표정이 대부분 어둡고 친절하다는 생각이 안드네요
가스비가 아까워서인지 담날 감기걸렸음",2020. 01. 05,2020. 01. 05,51
2579,2579,송도 센트럴파크 호텔,5,깨끗 깔끔하고 조식까지 잘먹었네요~!!!! 좋아요!!!,2020. 01. 04,2020. 01. 04,30
2580,2580,송도 센트럴파크 호텔,1,Unacceptable five stars,2020. 01. 04,2020. 01. 04,23
2581,2581,송도 센트럴파크 호텔,5,깨끗하고 좋습니다. 좋어요,2020. 01. 03,2020. 01. 03,14
2582,2582,송도 센트럴파크 호텔,5,뷰가 너무 좋아요,2020. 01. 03,2020. 01. 03,9
